Index,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Eurobarometer 88.4,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156
,,UE28,Homme,Femme, 15-24, 25-39, 40-54, 55 +, 15-24, 25-34,35-44,45-54,55-64,65-74,75+,Avant 1928,1928 - 1945,Total 'Avant 1946',"1946 - 1964 ""BB""","1965 - 1980 ""X""","Après 1980 ""Y""",15-,16-19,20+,Tjs étudiant,Indépendants,Cadres directeurs,Autres employés,Ouvriers,Femmes/ hommes au foyer,Chômeurs,Retraités,Etudiants,Marié,Célibataire vivant en couple,Célibataire,"Divorcé ou 
séparé",Veuf,Mén. d’une pers. sans enfants,Mén. d’une pers. avec enfants,Mén. de plus. pers. sans enfants,Mén. de plus. pers. avec enfants,1,2.0,3.0,4+,La plupart du temps,De temps en temps,Pratiquement jamais/ Jamais,La classe ouvrière,La classe moyenne inférieure,La classe moyenne,La classe moyenne supérieure,La classe supérieure,Oui,Non,Village rural,Petite moyenne ville,Grande ville,Tous les jours,Souvent/ Parfois,Jamais,Portable unique-ment,"Fixe 
unique-ment",Fixe & portable,Pas de tel.,+ +,+,-,- -,Fort,Moyen,Faible,Pas du tout,D'accord,Pas d'accord,D'accord,Pas d'accord,Gauche,Centre,Droite,Fréquem-ment,Occasion-nellement,Jamais,Satisfait(e) ,Pas satisfait(e) ,Positive,Neutre,Négative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,-,-,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EU28,Man,Woman,,,,,,,,,,,,Before 1928,1928 - 1945,Total 'Before 1946',"1946 - 1964 ""BB""","1965 - 1980 ""X""","After 1980 ""Y""",,,,Still studying,Self- employed,Managers,Other white collars,Manual workers,House persons,Unemployed,Retired,Students,Married,Single living with a partner,Single,Divorced or separated,Widow,Single Household without children,Single Household with children,Multiple Household without children,Household with children,,,,,Most of the time,From time to time,Almost never/ Never,The working class,The lower middle class,The middle class,The upper middle class,The upper class,Yes,No,Rural village,Small/ mid size town,Large town,Everyday,Often/ Sometimes,Never,Mobile only,Landline only,Landline & mobile,No tel.,,,,,Strong,Medium,Low,Not at all,Agree,Disagree,Agree,Disagree,Left,Centre,Right,Fre-quently,Occasio-nally,Never,Satisfied,Not satisfied,Positive,Neutral,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL,28031,13524,14507,3640,6470,7031,10890,3640,4107,4599,4794,4118,4141,2630,84,3565,3649,8120,7535,8726,4694,11788,8518,2435,2184,3057,3379,6005,1528,1771,7672,2435,14176,3332,5948,1882,2372,8528,1675,8651,8857,5630,9491.0,5144.0,7767,2124,6762,18404,7050,4010,13022,2530,222,18692,9339,8208,12503,7288,20464,2704,4131,10184,1400,15849,598,3343,9982,7574,7132,3876,12152,4884,7119,11445,14705,15642,11152,7511,9828,4799,3371,13268,11258,23541,4233,11105,11374,4848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Très positive,1329,757,572,262,339,362,366,262,203,277,221,143,144,80,1,105,105,313,390,521,108,403,601,202,150,265,134,226,46,67,239,202,672,162,365,56,62,433,50,419,415,171,431.0,272.0,456,47,205,1032,214,149,600,268,27,875,454,357,555,415,1156,87,75,498,31,795,6,353,447,280,250,374,576,116,263,921,337,974,310,423,472,229,353,626,346,1240,88,1329,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Very positive,0.05,0.06,0.04,0.07,0.05,0.05,0.03,0.07,0.05,0.06,0.05,0.03,0.04,0.03,0.01,0.03,0.03,0.04,0.05,0.06,0.02,0.03,0.07,0.08,0.07,0.09,0.04,0.04,0.03,0.04,0.03,0.08,0.05,0.05,0.06,0.03,0.03,0.05,0.03,0.05,0.05,0.03,0.05,0.05,0.06,0.02,0.03,0.06,0.03,0.04,0.05,0.11,0.12,0.05,0.05,0.04,0.05,0.06,0.06,0.03,0.02,0.05,0.02,0.05,0.01,0.1,0.05,0.03,0.03,0.1,0.05,0.02,0.04,0.08,0.02,0.06,0.03,0.06,0.05,0.05,0.1,0.05,0.03,0.05,0.02,0.12,- ,- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Assez positive,9776,4905,4872,1370,2382,2487,3536,1370,1489,1644,1736,1394,1336,807,23,1085,1108,2743,2703,3222,1259,3718,3584,1076,826,1314,1318,1878,457,468,2440,1076,5141,1130,2116,613,647,2861,515,3018,3253,1766,3198.0,1926.0,2886,495,2021,7056,1904,1238,5004,1167,99,6688,3088,2727,4299,2746,7627,833,1160,3608,322,5749,98,1454,3942,2559,1822,1713,4840,1455,1768,5541,3680,6666,2754,3096,3478,1603,1537,5265,2952,8859,880,9776,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fairly positive,0.35,0.36,0.34,0.38,0.37,0.35,0.33,0.38,0.36,0.36,0.36,0.34,0.32,0.31,0.27,0.3,0.3,0.34,0.36,0.37,0.27,0.32,0.42,0.44,0.38,0.43,0.39,0.31,0.3,0.26,0.32,0.44,0.36,0.34,0.36,0.32,0.27,0.34,0.31,0.35,0.37,0.31,0.34,0.37,0.37,0.24,0.3,0.38,0.27,0.31,0.38,0.46,0.45,0.36,0.33,0.33,0.34,0.38,0.37,0.31,0.28,0.35,0.23,0.36,0.16,0.43,0.4,0.34,0.26,0.44,0.4,0.3,0.25,0.48,0.25,0.43,0.25,0.41,0.35,0.33,0.46,0.4,0.26,0.38,0.21,0.88,- ,- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Neutre,11374,5198,6176,1535,2683,2850,4306,1535,1711,1891,1932,1615,1659,1032,27,1435,1462,3199,3069,3645,1995,5188,3004,895,783,989,1397,2806,688,750,3066,895,5750,1393,2380,707,1021,3440,667,3480,3664,2333,3835.0,2029.0,3176,850,3048,7201,3188,1686,5304,739,57,7471,3903,3408,5177,2782,8101,1181,1790,4256,617,6212,290,897,3927,3341,3209,1003,4805,2156,3410,4032,6489,6019,4836,2670,4262,1775,811,5253,5246,9499,1779,0,11374,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Neutral,0.41,0.38,0.43,0.42,0.42,0.41,0.4,0.42,0.42,0.41,0.4,0.39,0.4,0.39,0.32,0.4,0.4,0.39,0.41,0.42,0.42,0.44,0.36,0.37,0.36,0.32,0.41,0.47,0.45,0.42,0.4,0.37,0.41,0.42,0.4,0.38,0.43,0.4,0.4,0.4,0.41,0.41,0.4,0.4,0.41,0.4,0.45,0.39,0.45,0.42,0.41,0.29,0.26,0.4,0.42,0.42,0.41,0.38,0.4,0.44,0.43,0.42,0.44,0.39,0.49,0.27,0.39,0.44,0.45,0.26,0.39,0.44,0.48,0.35,0.44,0.38,0.43,0.35,0.43,0.37,0.24,0.39,0.47,0.4,0.42,- ,1,- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Assez négative,3694,1790,1904,292,704,975,1723,292,471,540,668,655,659,408,20,532,552,1287,996,859,754,1752,959,168,304,356,409,725,180,316,1235,168,1850,429,719,351,331,1108,293,1196,1083,822,1377.0,662.0,833,428,984,2189,1049,636,1579,258,25,2484,1210,1172,1615,904,2534,420,608,1178,202,2202,112,426,1214,1042,1012,552,1460,813,869,747,2792,1539,2044,968,1234,806,467,1607,1605,2743,912,0,0,3694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fairly negative,0.13,0.13,0.13,0.08,0.11,0.14,0.16,0.08,0.12,0.12,0.14,0.16,0.16,0.16,0.24,0.15,0.15,0.16,0.13,0.1,0.16,0.15,0.11,0.07,0.14,0.12,0.12,0.12,0.12,0.18,0.16,0.07,0.13,0.13,0.12,0.19,0.14,0.13,0.17,0.14,0.12,0.15,0.14,0.13,0.11,0.2,0.15,0.12,0.15,0.16,0.12,0.1,0.11,0.13,0.13,0.14,0.13,0.12,0.12,0.15,0.15,0.12,0.15,0.14,0.19,0.13,0.12,0.14,0.14,0.14,0.12,0.17,0.12,0.07,0.19,0.1,0.18,0.13,0.13,0.17,0.14,0.12,0.14,0.12,0.21,- ,- ,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Très négative,1154,658,496,97,217,251,589,97,138,153,176,240,217,132,4,206,210,415,247,282,311,482,277,51,101,94,87,233,72,106,411,51,480,156,237,115,152,416,89,358,279,338,435.0,138.0,243,215,304,613,430,207,360,87,12,723,431,328,515,311,728,125,250,361,128,623,43,189,315,218,433,206,348,223,376,117,1006,297,831,269,253,322,184,385,581,763,364,0,0,1154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Very negative,0.04,0.05,0.03,0.03,0.03,0.04,0.05,0.03,0.03,0.03,0.04,0.06,0.05,0.05,0.05,0.06,0.06,0.05,0.03,0.03,0.07,0.04,0.03,0.02,0.04,0.03,0.03,0.04,0.05,0.06,0.05,0.02,0.03,0.04,0.04,0.06,0.06,0.05,0.05,0.04,0.03,0.06,0.05,0.03,0.03,0.1,0.04,0.03,0.06,0.05,0.03,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.05,0.06,0.03,0.09,0.04,0.07,0.06,0.03,0.03,0.06,0.05,0.03,0.05,0.05,0.01,0.07,0.02,0.08,0.04,0.03,0.07,0.05,0.03,0.05,0.03,0.09,- ,- ,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NSP,703,215,488,84,144,106,369,84,95,95,61,71,126,171,9,204,212,164,130,197,267,244,93,44,20,38,33,137,85,64,281,44,283,62,132,39,160,269,62,181,163,199,215.0,117.0,172,90,200,313,265,96,175,10,2,450,253,216,342,130,319,58,249,283,101,269,50,25,137,135,405,27,122,120,434,86,399,147,376,85,129,65,20,132,528,436,210,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DK,0.02,0.02,0.03,0.02,0.02,0.01,0.03,0.02,0.02,0.02,0.01,0.02,0.03,0.06,0.11,0.06,0.06,0.02,0.02,0.02,0.06,0.02,0.01,0.02,0.01,0.01,0.01,0.02,0.05,0.04,0.04,0.02,0.02,0.02,0.02,0.02,0.07,0.03,0.04,0.02,0.02,0.04,0.02,0.02,0.02,0.04,0.03,0.02,0.04,0.02,0.01,- ,0.01,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.06,0.03,0.07,0.02,0.08,0.01,0.01,0.02,0.06,0.01,0.01,0.02,0.06,0.01,0.03,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.05,0.02,0.05,- ,- ,- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total 'Positive',11105,5662,5444,1632,2722,2849,3903,1632,1693,1920,1958,1536,1479,887,23,1189,1213,3056,3093,3743,1367,4121,4185,1277,976,1579,1453,2104,503,535,2680,1277,5813,1292,2481,669,708,3294,564,3437,3668,1937,3629.0,2198.0,3342,541,2225,8088,2117,1387,5604,1436,126,7563,3542,3085,4854,3161,8783,920,1235,4106,353,6544,103,1806,4389,2838,2072,2087,5417,1571,2030,6463,4018,7640,3064,3519,3950,1831,1890,5891,3298,10099,968,11105,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total 'Positive',0.4,0.42,0.38,0.45,0.42,0.4,0.36,0.45,0.41,0.42,0.41,0.37,0.36,0.34,0.28,0.33,0.33,0.38,0.41,0.43,0.29,0.35,0.49,0.52,0.45,0.52,0.43,0.35,0.33,0.3,0.35,0.52,0.41,0.39,0.42,0.35,0.3,0.39,0.34,0.4,0.42,0.34,0.39,0.42,0.43,0.26,0.33,0.44,0.3,0.35,0.43,0.57,0.57,0.41,0.38,0.37,0.39,0.44,0.43,0.34,0.3,0.4,0.25,0.41,0.17,0.53,0.45,0.37,0.29,0.54,0.45,0.32,0.29,0.56,0.27,0.49,0.28,0.47,0.4,0.38,0.56,0.45,0.29,0.43,0.23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total 'Négative',4848,2448,2400,389,921,1226,2312,389,610,693,844,896,876,540,24,738,762,1701,1243,1141,1065,2235,1236,219,404,451,497,957,252,422,1646,219,2330,586,956,466,483,1524,382,1553,1362,1160,1812.0,800.0,1076,643,1288,2802,1479,842,1938,345,36,3207,1641,1500,2130,1215,3261,545,857,1539,329,2825,154,615,1528,1259,1445,759,1808,1036,1245,864,3799,1836,2876,1237,1487,1128,651,1992,2186,3506,1276,0,0,4848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total 'Negative',0.17,0.18,0.16,0.11,0.14,0.18,0.21,0.11,0.15,0.15,0.18,0.22,0.21,0.21,0.29,0.21,0.21,0.21,0.16,0.13,0.23,0.19,0.14,0.09,0.18,0.15,0.15,0.16,0.17,0.24,0.21,0.09,0.16,0.17,0.16,0.25,0.2,0.18,0.22,0.18,0.15,0.21,0.19,0.16,0.14,0.3,0.19,0.15,0.21,0.21,0.15,0.14,0.16,0.17,0.17,0.18,0.17,0.16,0.15,0.2,0.21,0.15,0.24,0.18,0.26,0.19,0.15,0.17,0.2,0.19,0.15,0.22,0.17,0.08,0.26,0.12,0.26,0.17,0.16,0.24,0.19,0.15,0.19,0.15,0.3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
